Number,Model,Company,Price,Rating,No_of_ratings,TotalReviews,RamSize,RomSize,,15228.30579
3712,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
3956,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
4119,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
4120,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
4364,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
4551,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
4552,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
4796,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
4921,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
5007,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
5008,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
5252,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
5377,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
5401,GREENBERRI F1,GREENBERRI,1299,3.9,"1,511",116,64 MB,64 MB,,
5487,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
5488,Nokia 105 SS,Nokia,1299,4.2,"24,816","1,801",32 MB,32 MB,,
2509,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
2510,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
2845,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
2846,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
3205,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
3206,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
3246,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
3589,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
3590,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
3630,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
3973,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
3974,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
4014,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
4381,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
4382,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
4422,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
4813,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
4814,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
4854,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
5269,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
5270,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
5310,MTR Ferrari,MTR,1300,4.1,"6,207",449,64 MB,64 MB,,
2165,Micromax X708,Micromax,1318,3.9,"1,856",138,32 MB,32 MB,,
2477,Micromax X708,Micromax,1318,3.9,"1,856",138,32 MB,32 MB,,
2813,Micromax X708,Micromax,1318,3.9,"1,856",138,32 MB,32 MB,,
3173,Micromax X708,Micromax,1318,3.9,"1,856",138,32 MB,32 MB,,
3557,Micromax X708,Micromax,1318,3.9,"1,856",138,32 MB,32 MB,,
3941,Micromax X708,Micromax,1318,3.9,"1,856",138,32 MB,32 MB,,
4349,Micromax X708,Micromax,1318,3.9,"1,856",138,32 MB,32 MB,,
4781,Micromax X708,Micromax,1318,3.9,"1,856",138,32 MB,32 MB,,
5237,Micromax X708,Micromax,1318,3.9,"1,856",138,32 MB,32 MB,,
2879,LAVA A3 Power,LAVA,1329,4.1,"1,769",172,0 GB,Expandable Upto,,
3239,LAVA A3 Power,LAVA,1329,4.1,"1,769",172,0 GB,Expandable Upto,,
3623,LAVA A3 Power,LAVA,1329,4.1,"1,769",172,0 GB,Expandable Upto,,
4007,LAVA A3 Power,LAVA,1329,4.1,"1,769",172,0 GB,Expandable Upto,,
4415,LAVA A3 Power,LAVA,1329,4.1,"1,769",172,0 GB,Expandable Upto,,
4847,LAVA A3 Power,LAVA,1329,4.1,"1,769",172,0 GB,Expandable Upto,,
5303,LAVA A3 Power,LAVA,1329,4.1,"1,769",172,0 GB,Expandable Upto,,
5404,Nokia TA-1304/105 SS,Nokia,1349,4.2,"62,955","4,933",4 MB,4 MB,,
859,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
860,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
1051,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
1052,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
1075,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
1077,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
1267,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
1268,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
1291,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
1293,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
1507,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
1508,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
1531,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
1533,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
1771,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
1772,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
1795,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
1797,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
2059,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
2060,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
2083,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
2085,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
2371,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
2372,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
2395,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
2397,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
2707,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
2708,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
2731,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
2733,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
3067,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
3068,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
3091,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
3093,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
3451,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
3452,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
3475,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
3477,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
3835,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
3836,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
3859,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
3861,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
4243,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
4244,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
4267,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
4269,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
4675,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
4676,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
4699,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
4701,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
5131,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
5132,Motorola a10,Motorola,1399,4.2,"5,507",644,0 MB,Expandable Upto,,
5155,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
5157,Nokia 105 PLUS,Nokia,1399,4.1,"5,686",404,4 MB,4 MB,,
1061,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
1277,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
1517,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
1781,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
2069,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
2381,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
2717,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
3077,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
3461,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
3845,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
4253,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
4685,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
5141,Nokia 105 TA-1416 DS,Nokia,1449,4.1,"4,334",319,32 MB,32 MB,,
4468,itel Power 410,itel,1499,4.1,"1,689",163,4 MB,4 MB,,
4900,itel Power 410,itel,1499,4.1,"1,689",163,4 MB,4 MB,,
5356,itel Power 410,itel,1499,4.1,"1,689",163,4 MB,4 MB,,
2507,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
2843,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
3203,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
3251,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
3587,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
3635,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
3971,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
4019,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
4379,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
4427,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
4811,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
4859,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
5267,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
5315,Nokia 105 PLUS,Nokia,1549,4.1,"5,686",404,4 MB,4 MB,,
2862,Nokia 105 TA-1416 DS,Nokia,1599,4.1,"4,334",319,32 MB,32 MB,,
3222,Nokia 105 TA-1416 DS,Nokia,1599,4.1,"4,334",319,32 MB,32 MB,,
3606,Nokia 105 TA-1416 DS,Nokia,1599,4.1,"4,334",319,32 MB,32 MB,,
3990,Nokia 105 TA-1416 DS,Nokia,1599,4.1,"4,334",319,32 MB,32 MB,,
4034,SAMSUNG GURU 1200,SAMSUNG,1599,4,"1,087",76,NA MB,Not Known,,
4398,Nokia 105 TA-1416 DS,Nokia,1599,4.1,"4,334",319,32 MB,32 MB,,
4442,SAMSUNG GURU 1200,SAMSUNG,1599,4,"1,087",76,NA MB,Not Known,,
4473,SAMSUNG GURU 1200,SAMSUNG,1599,4,"1,087",76,NA MB,Not Known,,
4830,Nokia 105 TA-1416 DS,Nokia,1599,4.1,"4,334",319,32 MB,32 MB,,
4874,SAMSUNG GURU 1200,SAMSUNG,1599,4,"1,087",76,NA MB,Not Known,,
4905,SAMSUNG GURU 1200,SAMSUNG,1599,4,"1,087",76,NA MB,Not Known,,
5286,Nokia 105 TA-1416 DS,Nokia,1599,4.1,"4,334",319,32 MB,32 MB,,
5330,SAMSUNG GURU 1200,SAMSUNG,1599,4,"1,087",76,NA MB,Not Known,,
5361,SAMSUNG GURU 1200,SAMSUNG,1599,4,"1,087",76,NA MB,Not Known,,
2179,Kechaoda K112,Kechaoda,1609,4,"19,126","2,027",32 MB,64 MB,,
2491,Kechaoda K112,Kechaoda,1609,4,"19,126","2,027",32 MB,64 MB,,
2827,Kechaoda K112,Kechaoda,1609,4,"19,126","2,027",32 MB,64 MB,,
3187,Kechaoda K112,Kechaoda,1609,4,"19,126","2,027",32 MB,64 MB,,
3571,Kechaoda K112,Kechaoda,1609,4,"19,126","2,027",32 MB,64 MB,,
3955,Kechaoda K112,Kechaoda,1609,4,"19,126","2,027",32 MB,64 MB,,
4363,Kechaoda K112,Kechaoda,1609,4,"19,126","2,027",32 MB,64 MB,,
4795,Kechaoda K112,Kechaoda,1609,4,"19,126","2,027",32 MB,64 MB,,
5251,Kechaoda K112,Kechaoda,1609,4,"19,126","2,027",32 MB,64 MB,,
4923,LAVA 34 Ultra,LAVA,1647,4.1,"1,418",160,24 MB,32 MB,,
5379,LAVA 34 Ultra,LAVA,1647,4.1,"1,418",160,24 MB,32 MB,,
1298,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
1538,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
1802,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
2090,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
2402,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
2503,LAVA 34 Ultra,LAVA,1649,4.1,"1,418",160,24 MB,32 MB,,
2738,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
2839,LAVA 34 Ultra,LAVA,1649,4.1,"1,418",160,24 MB,32 MB,,
3098,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
3199,LAVA 34 Ultra,LAVA,1649,4.1,"1,418",160,24 MB,32 MB,,
3482,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
3583,LAVA 34 Ultra,LAVA,1649,4.1,"1,418",160,24 MB,32 MB,,
3866,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
3967,LAVA 34 Ultra,LAVA,1649,4.1,"1,418",160,24 MB,32 MB,,
4274,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
4375,LAVA 34 Ultra,LAVA,1649,4.1,"1,418",160,24 MB,32 MB,,
4706,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
4807,LAVA 34 Ultra,LAVA,1649,4.1,"1,418",160,24 MB,32 MB,,
5162,LAVA GEM,LAVA,1649,4.2,"29,598","3,174",0 MB,Expandable Upto,,
5263,LAVA 34 Ultra,LAVA,1649,4.1,"1,418",160,24 MB,32 MB,,
1582,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
1846,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
1866,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
2134,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
2154,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
2446,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
2466,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
2782,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
2802,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
3142,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
3162,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
3526,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
3546,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
3910,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
3930,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
4318,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
4338,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
4750,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
4770,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
5206,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
5226,SAMSUNG GT-E1215,SAMSUNG,1650,4.3,"53,933","4,504",NA ROM,Not Known,,
1871,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
2159,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
2160,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
2471,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
2472,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
2807,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
2808,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
3167,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
3168,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
3551,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
3552,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
3935,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
3936,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
4343,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
4344,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
4775,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
4776,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
5231,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
5232,SAMSUNG Guru 1200,SAMSUNG,1655,4.1,"7,072",504,153 MB,153 MB,,
2516,SAMSUNG GT-E1215,SAMSUNG,1663,4.3,"53,933","4,504",NA ROM,Not Known,,
2852,SAMSUNG GT-E1215,SAMSUNG,1663,4.3,"53,933","4,504",NA ROM,Not Known,,
3212,SAMSUNG GT-E1215,SAMSUNG,1663,4.3,"53,933","4,504",NA ROM,Not Known,,
3596,SAMSUNG GT-E1215,SAMSUNG,1663,4.3,"53,933","4,504",NA ROM,Not Known,,
3980,SAMSUNG GT-E1215,SAMSUNG,1663,4.3,"53,933","4,504",NA ROM,Not Known,,
4388,SAMSUNG GT-E1215,SAMSUNG,1663,4.3,"53,933","4,504",NA ROM,Not Known,,
4820,SAMSUNG GT-E1215,SAMSUNG,1663,4.3,"53,933","4,504",NA ROM,Not Known,,
5276,SAMSUNG GT-E1215,SAMSUNG,1663,4.3,"53,933","4,504",NA ROM,Not Known,,
1571,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
1835,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
2123,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
2435,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
2771,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
3131,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
3515,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
3899,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
4307,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
4739,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
5195,Nokia 110 TA-1302 DS,Nokia,1715,4,"24,647","1,954",4 MB,4 MB,,
2173,LAVA Gem,LAVA,1729,4.2,"7,884",705,32 MB,32 MB,,
2485,LAVA Gem,LAVA,1729,4.2,"7,884",705,32 MB,32 MB,,
2821,LAVA Gem,LAVA,1729,4.2,"7,884",705,32 MB,32 MB,,
3181,LAVA Gem,LAVA,1729,4.2,"7,884",705,32 MB,32 MB,,
3565,LAVA Gem,LAVA,1729,4.2,"7,884",705,32 MB,32 MB,,
3949,LAVA Gem,LAVA,1729,4.2,"7,884",705,32 MB,32 MB,,
4357,LAVA Gem,LAVA,1729,4.2,"7,884",705,32 MB,32 MB,,
4789,LAVA Gem,LAVA,1729,4.2,"7,884",705,32 MB,32 MB,,
5245,LAVA Gem,LAVA,1729,4.2,"7,884",705,32 MB,32 MB,,
4939,itel IT5626,itel,1749,4,"1,205",127,8 MB,8 MB,,
4940,itel IT5626,itel,1749,4,"1,205",127,8 MB,8 MB,,
5395,itel IT5626,itel,1749,4,"1,205",127,8 MB,8 MB,,
5396,itel IT5626,itel,1749,4,"1,205",127,8 MB,8 MB,,
5418,itel IT5626,itel,1749,4,"1,205",127,8 MB,8 MB,,
5420,itel IT5626,itel,1749,4,"1,205",127,8 MB,8 MB,,
1566,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
1567,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
1830,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
1831,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
2118,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
2119,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
2430,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
2431,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
2766,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
2767,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
3126,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
3127,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
3510,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
3511,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
3894,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
3895,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
4302,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
4303,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
4734,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
4735,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
5190,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
5191,LAVA Flip,LAVA,1879,4.1,"13,313","1,282",32 MB,32 MB,,
5422,DIZO Star 500,DIZO,1890,4,"12,294","1,460",32 MB,32 MB,,
2163,Motorola a70,Motorola,1959,4.1,"1,549",157,0 MB,Expandable Upto,,
2475,Motorola a70,Motorola,1959,4.1,"1,549",157,0 MB,Expandable Upto,,
2811,Motorola a70,Motorola,1959,4.1,"1,549",157,0 MB,Expandable Upto,,
3171,Motorola a70,Motorola,1959,4.1,"1,549",157,0 MB,Expandable Upto,,
3555,Motorola a70,Motorola,1959,4.1,"1,549",157,0 MB,Expandable Upto,,
3939,Motorola a70,Motorola,1959,4.1,"1,549",157,0 MB,Expandable Upto,,
4347,Motorola a70,Motorola,1959,4.1,"1,549",157,0 MB,Expandable Upto,,
4779,Motorola a70,Motorola,1959,4.1,"1,549",157,0 MB,Expandable Upto,,
5235,Motorola a70,Motorola,1959,4.1,"1,549",157,0 MB,Expandable Upto,,
2169,Motorola a70,Motorola,1999,4,842,100,4 MB,4 MB,,
2481,Motorola a70,Motorola,1999,4,842,100,4 MB,4 MB,,
2518,DIZO Star 500,DIZO,1999,4,"12,294","1,460",32 MB,32 MB,,
2817,Motorola a70,Motorola,1999,4,842,100,4 MB,4 MB,,
2854,DIZO Star 500,DIZO,1999,4,"12,294","1,460",32 MB,32 MB,,
3177,Motorola a70,Motorola,1999,4,842,100,4 MB,4 MB,,
3214,DIZO Star 500,DIZO,1999,4,"12,294","1,460",32 MB,32 MB,,
3561,Motorola a70,Motorola,1999,4,842,100,4 MB,4 MB,,
3598,DIZO Star 500,DIZO,1999,4,"12,294","1,460",32 MB,32 MB,,
3945,Motorola a70,Motorola,1999,4,842,100,4 MB,4 MB,,
3982,DIZO Star 500,DIZO,1999,4,"12,294","1,460",32 MB,32 MB,,
4353,Motorola a70,Motorola,1999,4,842,100,4 MB,4 MB,,
